Code;Identification;Localisation;Domaine de mesure;Famille d'instrument;Désignation;Etat d'utilisation;Fourniseur;Gestionnaire;Intervention;Périodicité Arg;Périodicité Nb;Procédure;Tolérance;Tolérance Arg;Durée (j);Durée (h);Durée (min);Seuil alerte;Seuil alerte Arg;Type périodicité;Calcul de périodicité;Date campagne;Anticipation;Nom intervention mise en sommeil;Nom intervention remise en service;Lieu d'intervention;Entrée/Sortie via mouvements;Prestataire;Détail;Coefficient d'utilisation
PLAST-60;CLAB0352;LABORATOIRE DEVELOPPEMENT / SCR / PPM 8: GEN 2;Electricité;Variable;NI 9211;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0353;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0354;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;Etalonnage/Vérification en cours;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0355;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0356;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0357;LABORATOIRE DEVELOPPEMENT / LAB / Magasin;Electricité;Variable;NI 9211;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0358;LABORATOIRE DEVELOPPEMENT / FEP / FEP-001 A;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0359;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-14;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0360;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-03;Electricité;Variable;NI 9211;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0361;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0362;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-08;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0363;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215;Etalonnage/Vérification en cours;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0364;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0365;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0366;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-08;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CLAB0367;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-10;Electricité;Variable;NI 9215;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0368;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-20;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0369;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-29;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0370;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0371;LABORATOIRE DEVELOPPEMENT / LAB / PVC 4;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0372;LABORATOIRE DEVELOPPEMENT / LAB / Magasin;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0373;LABORATOIRE DEVELOPPEMENT / LAB / PVC 3;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0374;LABORATOIRE DEVELOPPEMENT / LAB / PVC 5;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0375;LABORATOIRE DEVELOPPEMENT / LAB / PVC 6;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0376;LABORATOIRE DEVELOPPEMENT / LAB / Magasin;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0377;LABORATOIRE DEVELOPPEMENT / MAG / magasin;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0378;LABORATOIRE DEVELOPPEMENT / SCR / PVC-SCR-05;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0379;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0380;LABORATOIRE DEVELOPPEMENT / MAG / magasin;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0381;LABORATOIRE DEVELOPPEMENT / MAG / MAGASIN;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0382;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0383;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9203;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0384;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9203;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0385;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0386;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0387;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0388;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Sommeil;;Y.SKOCZEK;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0389;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0390;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0391;LABORATOIRE DEVELOPPEMENT / MAG / ARMOIRE;Electricité;Variable;NI 9215 WITH BNC;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0392;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9215 WITH BNC;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0393;LABORATOIRE DEVELOPPEMENT / LAB / P. GAUDEMER;Electrique;Variable;NI USB 6211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0394;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI USB 6211;Sommeil;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES100;;
PLAST-60;CLAB0395;LABORATOIRE DEVELOPPEMENT / MET / MET014 (Burst Laval);Electrique;Variable;NI USB 6211;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0396;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI USB 6211;Réformé;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0397;LABORATOIRE DEVELOPPEMENT / LAB / B. Gazaud;Electrique;Variable;NI USB 6211;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0398;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI USB 6211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0399;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0400;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0401;LABORATOIRE DEVELOPPEMENT / LAB / Armoire;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0402;LABORATOIRE DEVELOPPEMENT / LAB / Armoire;Electricité;Variable;NI 9215;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CLAB0403;LABORATOIRE DEVELOPPEMENT / LAB / Magasin;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-95;;
PLAST-60;CLAB0404;LABORATOIRE DEVELOPPEMENT / LAB / Armoire;Electrique;Variable;ni 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;1,0
PLAST-60;CLAB0405;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;Sommeil;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;Mise en sommeil;Remise en service;En laboratoire;Oui;;;1,0
PLAST-60;CLAB0406;LABORATOIRE DEVELOPPEMENT / SCR / Armoire;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CLAB0407;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CLAB0408;LABORATOIRE DEVELOPPEMENT / LAB / J. CUVILLIEZ;Electrique;Variable;NI 9263;Non soumis à l'étalonnage;;Y.SKOCZEK;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0409;LABORATOIRE DEVELOPPEMENT / LAB / Magasin;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0410;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9215 WITH BNC;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0411;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-01;Electricité;Variable;NI 9211;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0412;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-14;Electricité;Variable;NI 9215;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0413;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0414;LABORATOIRE DEVELOPPEMENT / LAB / J. CUVILLIEZ;Electrique;Variable;NI 9263;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0415;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-14;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0416;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CLAB0417;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-29;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0418;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0419;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0420;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215 WITH BNC;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0421;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9215 WITH BNC;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0422;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0423;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-95;;
PLAST-60;CLAB0424;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES100;;
PLAST-60;CLAB0425;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0426;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-19;Electricité;Variable;NI 9211;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0427;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215 WITH BNC;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0428;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9215 WITH BNC;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0429;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0430;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-95;;
PLAST-60;CLAB0431;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-13;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0432;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-11;Electricité;Variable;NI 9211;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0433;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9211;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0434;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215 WITH BNC;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0435;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9215 WITH BNC;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-95;;
PLAST-60;CLAB0436;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9472;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0437;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx;Electricité;Variable;NI PCIe 6612;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-95;;
PLAST-60;CLAB0438;LABORATOIRE DEVELOPPEMENT / SCR / SCR-010 GAUGING BENCH;/;/;pcie 9114;Non soumis à l'étalonnage;;Y.SKOCZEK;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CLAB0439;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;Perdu;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CLAB0440;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CLAB0441;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CLAB0442;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CLAB0443;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electrique;Variable;NI 9263;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CLAB0444;LABORATOIRE DEVELOPPEMENT / LAB / Armoire MOYEN;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES100;;
PLAST-60;CLAB0445;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Electricité;Variable;NI 9203;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES100;;
