Code;Identification;Localisation;Domaine de mesure;Famille d'instrument;Désignation;Etat d'utilisation;Fourniseur;Gestionnaire;Intervention;Périodicité Arg;Périodicité Nb;Procédure;Tolérance;Tolérance Arg;Durée (j);Durée (h);Durée (min);Seuil alerte;Seuil alerte Arg;Type périodicité;Calcul de périodicité;Date campagne;Anticipation;Nom intervention mise en sommeil;Nom intervention remise en service;Lieu d'intervention;Entrée/Sortie via mouvements;Prestataire;Détail;Coefficient d'utilisation
PLAST-60;CASS0001;PROTOTYPE / ASS / H. Parmentier;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;TRESCAL;;
PLAST-60;CASS0002;PROTOTYPE / ASS / Armoire;Température;Variable;Temperature Display;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CASS0003;PROTOTYPE / ASS / Armoire;Température;Variable;Temperature Display;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0004;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Micrometer outside;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0005;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Vernier caliper;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRESCAL;;
PLAST-60;CASS0006;PROTOTYPE / ASS / G. Thiant;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+MET-13;;
PLAST-60;CASS0007;PROTOTYPE / ASS / M. Nguyen;Dimensionnel;Variable;Vernier caliper;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-18;;
PLAST-60;CASS0008;PROTOTYPE / ASS / A. Soyer;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0010;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRESC-41;;
PLAST-60;CASS0011;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0012;PROTOTYPE / ASS / F. Menetrier;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0013;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0015;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Trusquin;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0016;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0017;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Vernier caliper;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+MET-13;;
PLAST-60;CASS0019;PROTOTYPE / ASS / Armoire;Electricité;Variable;Multimeter;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0020;PROTOTYPE / ASS / Armoire;Electricité;Variable;Current clamp meter;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CASS0021;METROLOGIE / QUA / Zone calibration;Temps-Fréquence;Variable;Chronometer;En service;;K.TALEB;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CASS0022;PROTOTYPE / ASS / H. Parmentier;Electricité;Variable;Multimeter;Alerte Etalonnage/Vérification;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CASS0023;PROTOTYPE / ASS / ASS-035 (Phoenix);Electricité;Variable;Alimentation stabilisée;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0024;PROTOTYPE / ASS / ASS-035 (Phoenix);Electricité;Variable;Alimentation stabilisée;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0025;PROTOTYPE / ASS / ASS-035 (Phoenix);Masse;Variable;Scale;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;MARECHALLE PESAGE;;
PLAST-60;CASS0026;PROTOTYPE / ASS / ETABLI;Masse;Variable;Scale;Réformé;;S.MARCHAL;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CASS0027;PROTOTYPE / ASS / A. Soyer;Electricité;Variable;Multimeter;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0028;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;Alerte Etalonnage/Vérification;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;LNE;;
PLAST-60;CASS0029;PROTOTYPE / ASS / Zone ADM;Pression;Variable;Testeur de fuite;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;48;/;30;Jours;;;;60;Jours;Non;Glissante;;;Mise en sommeil;Calcul de périodicité;En laboratoire;Oui;;;
PLAST-60;CASS0031;PROTOTYPE / ASS / Regis.HUTIN;Electricité;Variable;Multimeter;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CASS0032;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;LNE  -30;;
PLAST-60;CASS0033;PROTOTYPE / ASS / Armoire;Température;Variable;Temperature Display;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CASS0036;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0037;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0038;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0039;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0040;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0041;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0050;PROTOTYPE / ASS / ASS-004;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0051;PROTOTYPE / ASS / ASS-004;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0056;PROTOTYPE / ASS / ASS-004;Pression;Variable;Manomètre à aiguille;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0057;PROTOTYPE / ASS / ASS-027;Pression;Variable; Manometer needle;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0058;PROTOTYPE / ASS / ASS-027;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0059;PROTOTYPE / ASS / ASS-031;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0060;PROTOTYPE / ASS / ASS-031;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0061;PROTOTYPE / ASS / ASS-031;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CASS0062;PROTOTYPE / ASS / ASS-031;Dimensionnel;Variable;Digital Axis;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0063;PROTOTYPE / ASS / ASS-031;Dimensionnel;Variable;Digital Axis;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0064;PROTOTYPE / ASS / ASS-031;Dimensionnel;Variable;Digital Axis;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0065;PROTOTYPE / ASS / ASS-032;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0066;PROTOTYPE / ASS / ASS-032;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0067;PROTOTYPE / ASS / ASS-032;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0068;PROTOTYPE / ASS / ASS-032;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0075;PROTOTYPE / ASS / ASS-032;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0076;PROTOTYPE / ASS / ASS-032;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0077;PROTOTYPE / ASS / ASS-032;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0078;PROTOTYPE / ASS / ASS-032;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0079;PROTOTYPE / ASS / ASS-032;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0080;PROTOTYPE / ASS / ASS-032;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0081;PROTOTYPE / ASS / ASS-034;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0082;PROTOTYPE / ASS / ASS-034;Pression;Variable; Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0083;PROTOTYPE / ASS / ASS-034;Température;Variable;Chiller;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;Lpkf;;
PLAST-60;CASS0084;PROTOTYPE / ASS / ASS-034;Dimensionnel;Variable;Laser;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;Lpkf;;
PLAST-60;CASS0085;PROTOTYPE / ASS / ASS-034;Dimensionnel;Variable;Displacement sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0086;PROTOTYPE / ASS / ASS-038;Pression;Variable;Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0087;PROTOTYPE / ASS / ASS-038;Pression;Variable;Manometer needle;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0088;PROTOTYPE / ASS / ASS-038;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0089;PROTOTYPE / ASS / ASS-038;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0090;PROTOTYPE / ASS / ASS-038;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0091;PROTOTYPE / ASS / ASS-038;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0110;PROTOTYPE / ASS / Zone ADM;Pression;Variable;Leak detectors;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;ATEQ -78;;
PLAST-60;CASS0111;PROTOTYPE / ASS / Zone ADM;Pression;Variable;Leak detectors;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;ATEQ -78;;
PLAST-60;CASS0112;PROTOTYPE / ASS / ASS-035 (Phoenix);Pression;Variable;Pressure sensor;Sommeil;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Oui;Glissante;;;Mise en sommeil;Remise en service;En laboratoire;Oui;TRES;;
PLAST-60;CASS0113;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0114;PROTOTYPE / ASS / s. DELAOCHE;Electricité;Variable;Current clamp meter;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0115;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;LNE;;
PLAST-60;CASS0116;PROTOTYPE / ASS / U. Koenig;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0117;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0118;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0119;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0120;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Depth gauge;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0121;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Micrometer Outside;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0122;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Micrometer Outside;Non soumis à l'étalonnage;Prestataire 01;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CASS0123;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Micrometer Outside;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CASS0124;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Micrometer Outside;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0125;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Micrometer Outside;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0126;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Trusquin;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0127;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Depth gauge;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0129;PROTOTYPE / ASS / Zone ADM;Pression;Variable;Leak detectors;Etalonnage/Vérification en cours;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;Sanuaro;;
PLAST-60;CASS0130;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;LNE  -30;;
PLAST-60;CASS0131;PROTOTYPE / ASS / Armoire;Pression;Variable;Manometer needle;Réformé;;S.MARCHAL;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0132;PROTOTYPE / ASS / Zone ADM;Débit;Variable;Flowmeter;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0133;PROTOTYPE / ASS / s. DELAOCHE;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0134;PROTOTYPE / ASS / Banc dépression;Pression;Variable;Manometer needle;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CASS0135;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Lever Comparator;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0136;PROTOTYPE / ASS / Armoire;Electricité;Variable;Insulation tester;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CASS0137;PROTOTYPE / ASS / F. Menetrier;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0138;PROTOTYPE / ASS / H. Parmentier;Temps-Fréquence;Variable;Chronometer;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0139;PROTOTYPE / ASS / A. Soyer;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0140;PROTOTYPE / ASS / JY. L'Hermite;Temps-Fréquence;Variable;Chronometer;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0141;PROTOTYPE / ASS / P. Merandet;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0142;PROTOTYPE / ASS / U. Koenig;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0143;PROTOTYPE / ASS / D. Moscipan;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
